index,artist_name,danceability,duration,end_of_fade_in,energy,key,key_confidence,loudness,mode,mode_confidence,artist_hotttness,song_hotttness,start_of_fade_out,tempo,time_signature,time_signature_confidence,title,release,year
6767,Alexisonfire,0.0,212.11383,0.0,0.0,8,0.308,-4.829,1,0.479,0.5789335403168036,nan,208.44,89.89,3,0.575,Mailbox Arson,Crisis,2005
6768,Extrabreit,0.0,283.14077,0.2,0.0,0,0.601,-8.807,1,0.401,0.40030660709454924,nan,280.3,145.093,4,0.0,Break That Ice,Flieger_ Grüss Mir Die Sonne,0
6769,The Plimsouls,0.0,192.13016,0.0,0.0,4,0.623,-7.167,1,0.498,0.38296165823367334,0.47309773045968884,192.13,162.907,4,0.118,Women,Live! Beg_ Borrow & Steal: October 31_ 1981 Whisky A Go Go,1981
6770,Bob Margolin,0.0,204.09424,0.264,0.0,10,0.223,-8.091,1,0.288,0.3268488180257514,0.48456252996792964,197.097,108.496,1,0.0,Lost Again,Hold Me To It,0
6771,Erkki Junkkarinen,0.0,195.65669,0.299,0.0,0,0.403,-12.742,0,0.498,0.33164243923344205,nan,190.758,121.649,4,0.184,Siks oon mä suruinen,20 Suosikkia  / Siks' oon mä suruinen,0
6772,Line Renaud,0.0,179.93098,0.397,0.0,2,0.518,-14.729,1,0.41,0.3200869267523748,0.0,172.1,80.053,3,0.579,Vous Qui Passez Sans Me Voir,Collection Disques Pathé,0
6773,Deitrick Haddon,0.0,234.47465,0.0,0.0,0,0.476,-6.814,1,0.509,0.4616796330890852,0.56142851762879,222.198,131.065,4,1.0,Don't Take Your Spirit Away,Revealed,2008
6774,Sugar Minott,0.0,185.99138,0.0,0.0,7,0.759,-9.11,1,0.624,0.38628965124618425,0.5647575777499548,177.789,167.947,4,0.492,Jah Jah Children,Strictly Vocals 2,1977
6775,Aswad,0.0,242.07628,0.362,0.0,5,0.574,-7.097,0,0.584,0.3891073865259615,nan,237.111,146.313,4,0.036,Your Recipe,The Complete BBC Sessions,0
6776,Lionel Rogg,0.0,70.03383,0.0,0.0,9,0.482,-19.452,0,0.489,0.2912710299960676,nan,70.034,95.426,7,0.625,Te Deum Laudamus_ BuxWV 218 : II Te Martyrum Candidatus (Remasterisé En 2010),Buxtehude: Organ Works,0
6777,Jim Breuer,0.0,478.92853,0.0,0.0,0,0.268,-9.639,0,0.247,0.39126779578483367,0.48456252996792964,468.132,83.61,5,0.422,Party In The Stomach (LP Version),Smoke 'N' Breu,2002
6778,Pursuit Of Happiness,0.0,216.39791,0.27,0.0,7,0.257,-10.81,1,0.4,0.37788813140317173,0.5654510121736983,206.396,133.319,4,0.818,She's So Young,Love Junk,1988
6779,Jacques Dutronc,0.0,142.91546,3.228,0.0,7,0.592,-10.592,1,0.438,0.45454192915129765,0.38293509007501925,133.126,130.196,1,0.412,L'Homme De Paille,Intégrale Les Cactus,1989
6780,Karan Casey,0.0,189.88363,0.163,0.0,3,0.09,-20.067,1,0.542,0.34941919867574306,nan,184.599,102.745,5,0.778,Sliabh Geal gCua,Ceol Tacsi,0
6781,Antimatter,0.0,479.45098,0.0,0.0,6,0.007,-10.258,1,0.0,0.4571356688274556,0.6247461105191231,450.694,86.155,4,0.91,Expire,Lights Out,0
6782,Jeckyll & Hyde,0.0,220.55138,2.043,0.0,7,0.056,-5.521,1,0.345,0.37884705984934297,nan,213.682,140.032,4,0.924,Time Flies,The Album,2007
6783,Becoming The Archetype,0.0,389.95546,2.583,0.0,2,0.391,-4.757,0,0.449,0.44617054317222404,0.696230192726701,371.032,85.061,4,0.616,End Of The Age,Dichotomy,2008
6784,Jessica Simpson,0.0,196.12689,2.38,0.0,7,0.537,-6.224,1,0.608,0.5787907991747611,0.0,185.278,99.909,4,0.0,Take My Breath Away,In This Skin (Standard Package),2004
6785,Vilma Palma,0.0,202.78812,2.74,0.0,2,0.064,-5.885,1,0.378,0.3781069651042197,0.0,192.488,97.497,4,1.0,Lluvia De Acido,Grandes Exitos Vol. 2,0
6786,Storyville,0.0,343.58812,4.348,0.0,2,0.532,-10.088,1,0.642,0.34870219952008724,nan,330.217,91.976,4,0.712,Talk To Me,Dog Years,1998
6787,ISRAEL & NEW BREED,0.0,199.57506,0.0,0.0,4,0.348,-4.877,1,0.308,0.41703311713480384,nan,186.404,96.782,4,1.0,Not Forgotten,Alive In South Africa,0
6788,Mil featuring Memphis Bleek,0.0,265.29914,0.0,0.0,0,0.378,-7.891,1,0.355,0.0,nan,254.932,211.987,3,0.552,Street Sh***,Street Scriptures,0
6789,Bobby Darin,0.0,203.57179,0.421,0.0,1,0.621,-23.112,1,0.576,0.4694259079758136,0.0,190.758,66.232,3,0.864,Drown In My Own Tears (LP Version),Bobby Darin Sings Ray Charles,0
6790,Daughters,0.0,52.11383,0.0,0.0,9,0.275,-4.271,1,0.364,0.3841336143062941,0.5547932117685068,49.911,80.992,1,0.0,Pants_ Meet Shit,Canada Songs,2003
6791,John Michael Talbot,0.0,170.44853,0.304,0.0,2,1.0,-19.725,1,0.91,0.43948809906182723,0.0,161.297,101.905,1,0.015,Fan Into Flame,Meditations In The Spirit,0
6792,Flickerstick,0.0,280.89424,0.0,0.0,1,0.282,-6.305,1,0.421,0.35812107294871603,0.4454545254934259,272.033,168.099,4,0.852,Coke (Live),Causing A Catastrophe (Live),0
6793,Prince With 94 East,0.0,364.5122,0.142,0.0,4,0.496,-12.998,1,0.395,0.33938512578612073,nan,360.757,85.006,3,0.746,Dance To The Music Of The World - Original Re-Mix (Practice Session),Prince With 94 East's You Can Be My Teacher,0
6794,Fiasko,0.0,403.19955,0.0,0.0,10,0.133,-7.668,0,0.194,0.28094890108276815,nan,403.2,126.031,4,0.528,Hot Rod,Hot Rod,0
6795,Malina,0.0,232.04526,0.2,0.0,1,1.0,-6.184,0,0.919,0.3436172659846671,0.0,224.154,98.663,1,0.865,Druzya,Malina.Org.azm.ru,0
6796,A Skylit Drive,0.0,88.86812,2.804,0.0,0,0.016,-5.864,0,0.36,0.5569105676179535,0.6840887753980979,82.866,139.238,4,0.089,Ability To Create A War,She Watched The Sky,2007
6797,Jerry Goldsmith,0.0,281.28608,0.47,0.0,1,0.146,-18.719,1,0.6,0.42382566334467503,nan,268.469,77.306,5,0.263,First Blood,Rambo - First Blood,1985
6798,Angélla Christie,0.0,348.36853,0.125,0.0,5,0.497,-8.665,0,0.46,0.29301071237902965,0.20488271774216135,331.993,111.465,4,0.521,Walk With Me,Eternity,0
6799,Mack and Jamie,0.0,66.42893,0.0,0.0,8,0.14,-15.755,1,0.356,0.26626975719270224,nan,63.478,186.13,4,0.451,Slimy Little Troll,Extreme Channel Surfing,0
6800,Ensiferum,0.0,218.61832,0.0,0.0,9,0.336,-2.599,0,0.323,0.5148498795731506,0.6910425455861244,215.208,200.061,4,0.423,Hero In A Dream,Ensiferum,1999
6801,Dylan Kuo,0.0,230.29506,0.289,0.0,1,0.515,-5.614,0,0.237,0.0,nan,221.304,100.173,4,0.531,Ji Xiang Yan Chu,Not Anymore,0
6802,Gordon MacRae,0.0,179.59138,2.519,0.0,3,0.125,-16.215,1,0.24,0.3069763072258157,nan,173.662,77.929,5,0.94,Do You Ever Think Of Me,Stars Of The Summer Night,0
6803,Neviss,0.0,53.39383,2.723,0.0,1,0.133,-31.412,1,0.541,0.2700252448023299,nan,47.119,160.409,7,0.664,Epilog,Backseat Travelling,2003
6804,Trivium,0.0,321.17506,0.125,0.0,4,0.597,-3.973,0,0.497,0.49420685530211234,0.47405483093120077,313.295,100.604,4,0.448,Upon The Shores [Explicit],Shogun,2008
6805,John Mayall & The Bluesbreakers,0.0,142.602,2.02,0.0,8,0.416,-4.62,0,0.382,0.4052346907874076,nan,142.602,166.238,1,0.0,Crawling Up A Hill - version 2 - mono_ live,Plays John Mayall (Live At Klooks Kleek),0
6806,Chris Standring,0.0,257.59302,0.194,0.0,9,0.694,-9.449,0,0.797,0.4159376408281591,0.4944895175021134,246.886,97.959,4,0.0,Mumbo Jumbo (jazz),Soul Express,2006
6807,Luiz Bonfa,0.0,305.65832,0.125,0.0,4,0.576,-18.713,0,0.449,0.3475475805256747,0.3552855364230894,297.802,105.813,4,0.141,A Brazilian in New York,Solo in Rio 1959,0
6808,Charley Patton,0.0,196.62322,0.171,0.0,10,0.346,-15.164,1,0.343,0.3755935825851729,nan,190.572,107.877,1,0.0,Moon Going Down,Essential Delta Blues,1930
6809,Der Plan,0.0,26.67057,0.0,0.0,6,0.16,-18.169,1,0.514,0.3472497167251076,nan,26.671,35.898,4,0.0,De Kommissar 1,Die Letzte Rache (+Bonus),0
6810,Red Hot Chili Peppers,0.0,198.05995,0.0,0.0,4,0.455,-1.479,0,0.372,0.5769038155883393,nan,198.06,76.986,3,0.92,Get On Top (Album Version),Californication,1999
6811,Chango Spasiuk,0.0,131.57832,0.183,0.0,9,0.15,-13.763,1,0.268,0.41084158724086123,0.0,122.77,194.156,4,0.0,De Bombacha Y Alpargatas,15 Grandes Éxitos,0
6812,Yahir,0.0,216.81587,2.432,0.0,0,0.578,-5.737,1,0.534,0.2328250608705825,0.0,206.187,131.938,4,0.31,No seamos tontos,Con el alma entre las manos,0
6813,Reel Big Fish,0.0,153.67791,0.113,0.0,2,0.46,-4.188,1,0.502,0.5531688635836378,nan,150.285,159.723,4,0.453,Why Do All Girls Think They're Fat (Album),Monkeys For Nothin' And The Chimps For Free,2007
6814,Martin Sexton,0.0,352.88771,0.0,0.0,2,0.5,-8.733,1,0.542,0.44865347112982507,0.30416950343527516,341.827,133.391,4,0.806,Ice Cream Man,Live Wide Open,2001
6815,The Winans,0.0,319.60771,0.363,0.0,8,0.346,-13.792,1,0.426,0.3441981874832948,0.5729201479465231,309.098,102.328,4,0.906,Everything You Touch Is a Song,Carry me Home - The Power Of Gospel,0
6816,Brian Dullaghan,0.0,110.44526,0.531,0.0,2,1.0,-21.412,1,0.897,0.31980198948730404,nan,110.445,92.29,3,1.0,My First Day At School,Have Fun Learning - 14 Sing Along & Learn Along Songs,0
6817,Mario Rosenstock,0.0,319.63383,0.429,0.0,10,0.111,-5.849,1,0.012,0.04903438084848781,nan,314.63,79.09,3,0.674,De Tree Little Pigs,Gift 2,0
6818,The Race,0.0,225.17506,0.0,0.0,11,0.39,-5.298,0,0.516,0.3698838279488981,nan,214.192,118.043,4,0.78,Raising Children,Raising Children/Go Figure,2006
6819,Vanessa Bell Armstrong,0.0,231.54893,0.078,0.0,2,0.035,-2.001,1,0.372,0.40864682737660296,nan,225.617,120.977,5,0.15,Til The Victory's Won,Walking Miracle,0
6820,C.C. Adcock,0.0,121.0771,0.078,0.0,7,0.398,-7.071,1,0.525,0.36700796149333836,0.0,119.049,172.716,1,0.0,Good Loving,C.C. Adcock,0
6821,Radiohead,0.0,267.20608,0.357,0.0,0,0.847,-9.148,1,0.609,0.683658060202375,0.7750235506643848,256.354,150.848,3,0.401,Subterranean Homesick Alien,OK Computer (Collector's Edition),1997
6822,Dave Hollister,0.0,305.34485,0.0,0.0,6,0.443,-7.232,1,0.609,0.45966046322159376,0.7288521308575127,291.358,118.052,4,1.0,Tell Me Why,Things In The Game Done Changed,2006
6823,Arthur Tracy,0.0,161.38404,0.251,0.0,5,0.627,-15.01,0,0.664,0.26622953991263976,0.0,155.783,138.25,4,0.0,Dance_ Gypsy_ Dance,Street Singer,0
6824,Angelo Badalamenti,0.0,168.51546,0.067,0.0,9,0.802,-21.835,0,0.75,0.39945172400502926,0.45472744430425266,163.051,67.405,1,0.483,Love Me,The Edge Of Love,0
6825,Seamus Egan,0.0,205.21751,0.223,0.0,0,0.5,-18.263,1,0.525,0.32795475415321146,0.3277366831778408,195.971,60.11,1,0.0,Lullaby,When Juniper Sleeps,0
6826,The Box Tops,0.0,177.3971,0.171,0.0,0,0.552,-10.393,1,0.871,0.4174996449709784,nan,171.746,117.381,4,0.0,Neon Rainbow,The Letter/Neon Rainbow,1967
6827,Beaver Harris,0.0,193.4624,0.152,0.0,2,0.822,-12.21,1,0.625,0.10530883406918205,nan,193.462,82.571,3,0.737,Glo-Billy-Vee-Vee,African Drums,0
6828,The Balustrade Ensemble,0.0,285.3873,3.019,0.0,2,0.014,-17.057,1,0.319,0.2926482697838593,nan,264.452,116.423,3,0.686,Fall Away Into Darkness,Capsules,2007
6829,DJ Spinn,0.0,240.43057,0.0,0.0,11,0.706,-13.159,0,0.604,0.2607967782533836,nan,228.426,120.231,3,1.0,Bounce Back,Juke Trax Online Vol. 6,0
6830,Elakelaiset,0.0,182.83057,0.0,0.0,2,0.892,-11.931,1,0.646,0.4051434468698962,0.4444017145228514,182.831,166.906,1,0.0,Humppa,In Humppa We Trust-Live!,1996
6831,Terry Callier,0.0,180.50567,3.512,0.0,7,0.695,-8.154,1,0.556,0.4161730646266773,0.3603705827121406,169.546,109.018,3,1.0,Blues,Essential_ The Very Best Of...,2001
6832,Anubis Spire,0.0,316.89098,7.68,0.0,9,0.639,-18.533,1,0.498,0.41501140026139904,nan,312.163,161.621,4,0.676,It Has Been A Long Time_ Hasn't It,Old Lions (in the world of snarling sheep),0
6833,Prisma,0.0,219.66322,0.0,0.0,9,0.743,-10.037,1,0.469,0.4067491940050154,nan,219.663,194.704,3,1.0,winning friends,Contact?,0
6834,Stevie Ray Vaughan And Double Trouble,0.0,184.2673,0.061,0.0,6,0.205,-10.72,1,0.309,0.544257505724526,0.6934784707666202,180.251,98.623,1,0.0,Empty Arms,Martin Scorsese Presents The Blues: Stevie Ray Vaughan,1996
6835,Ultimate Fakebook,0.0,149.55057,0.102,0.0,2,0.497,-3.287,1,0.497,0.3264296677422378,0.3589765264395974,146.564,115.606,4,1.0,Brokÿn Nëedle,This Will Be Laughing Week,0
6836,Astarte,0.0,173.81832,0.241,0.0,4,0.711,-6.241,0,0.547,0.3529191836315295,0.4348380902608562,166.005,161.782,3,0.343,Risen From Within,Rise From Within,2000
6837,Darwin Hobbs,0.0,352.86159,0.427,0.0,8,0.554,-9.055,1,0.565,0.40658168035189596,0.37598430150044215,343.458,41.21,4,0.0,You Are God (Broken Album Version),Broken,2003
6838,The Creation,0.0,250.27873,0.165,0.0,9,0.886,-10.612,1,0.531,0.3544547084781845,0.4330050772745855,244.071,85.453,1,0.134,Hey Joe,Our Music Is Red  - With Purple Flashes,1967
6839,Acorps de Rue,0.0,194.79465,0.0,0.0,5,0.418,-7.434,1,0.398,0.4279263512621525,nan,184.419,73.136,1,0.0,Chanson Réaliste,Dans un élan,0
6840,Kitaro,0.0,43.51955,0.0,0.0,10,0.422,-23.874,1,0.512,0.45938742461313786,0.3603705827121406,43.52,35.931,4,0.0,Trong Com,Heaven & Earth,1993
6841,Les Blaireaux,0.0,297.76934,4.0,0.0,0,0.276,-9.911,1,0.488,0.3989941164037762,nan,297.769,140.173,4,0.441,Le gardien de musée,En concert au Splendid,2007
6842,DMX,0.0,222.09261,0.0,0.0,10,0.39,-7.974,1,0.458,0.5088131950100051,0.6782359254094846,216.195,106.769,4,0.564,Damien,It's Dark And Hell Is Hot,1998
6843,Don Gibson,0.0,152.58077,0.0,0.0,2,0.943,-14.28,1,0.778,0.3796512190020614,nan,143.29,80.738,3,0.877,A Legend In My Time,Country Greats,1987
6844,Saosin,0.0,212.29669,3.413,0.0,6,0.546,-3.753,0,0.551,0.5637637522823244,0.7477548155053753,200.789,85.029,4,0.367,Bury Your Head,Saosin EP,2005
6845,James Horner,0.0,269.7922,2.519,0.0,2,0.689,-36.835,0,0.797,0.491828704353138,nan,247.13,76.499,5,0.333,The President's Speech,Deep Impact - Music from the Motion Picture,1998
6846,Jewel,0.0,529.91955,0.322,0.0,0,0.946,-6.076,1,0.816,0.417591879764777,0.34580223396532944,520.557,85.316,5,0.758,Serve The Ego (Hani Num Dub),Serve The Ego,0
6847,Bury Your Dead,0.0,290.63791,0.131,0.0,4,0.005,-6.664,1,0.151,0.5068047444183583,0.5333708783158672,283.51,123.635,4,0.892,Closed Eyes,It's Nothing Personal,2009
6848,Nick Cave & The Bad Seeds,0.0,283.74159,0.183,0.0,0,0.88,-11.766,1,0.81,0.47940767557514763,0.5917584508236884,275.418,116.621,1,0.0,Still In Love,Nocturama,2003
6849,John Legend [feat. Buju Banton],0.0,184.73751,0.0,0.0,5,0.578,-7.397,1,0.363,0.3871137653888301,nan,177.325,162.876,4,0.043,Fall In Love [Rub A Dub Mix],Strictly The Best Vol. 40,0
6850,The Nelons,0.0,91.95057,0.0,0.0,6,0.281,-30.293,1,0.452,0.3502138249441181,nan,91.951,72.001,5,0.539,I've Won (Introduction - Speaking),Hallelujah Live,0
6851,C-Side & Petit Mal,0.0,212.47955,3.019,0.0,4,0.236,-11.828,0,0.33,0.27366797002760784,nan,205.357,135.087,4,0.931,Mudhump,Swarm Warnings,0
6852,Izzy,0.0,277.10649,0.357,0.0,1,0.659,-17.91,1,0.651,0.34608408989392164,0.37598430150044215,263.924,88.761,1,0.0,Going Home,Ascolta,0
6853,Las Ketchup,0.0,171.80689,0.168,0.0,0,0.764,-4.134,1,0.588,0.3635638516604679,0.23993682440382563,167.869,167.954,1,0.0,Doble Bombo,Un Blodymary,2006
6854,Bersuit Vergarabat,0.0,307.35628,0.288,0.0,6,0.376,-7.769,0,0.49,0.43983635888759404,0.5147533243380469,295.753,135.982,4,0.865,Sencillamente,Testosterona,2005
6855,Our Time Down Here,0.0,75.49342,0.0,0.0,6,0.041,-2.844,0,0.237,0.42968916619680797,nan,75.493,126.4,4,0.18,Big Guys Throw Cones,Live_ Love_ Let Go,0
6856,Pee Wee King,0.0,154.69669,2.258,0.0,5,0.155,-11.473,1,0.46,0.3136671918067881,0.0,146.402,89.201,4,0.307,Railroad Boogie,Black Diamond Express To Hell,0
6857,G-Unit,0.0,242.52036,0.241,0.0,11,0.639,-1.622,1,0.446,0.5344297136566577,0.7618780776895576,235.166,88.043,4,1.0,Poppin' Them Thangs,Hot Joints 2,2003
6858,John Williams,0.0,157.28281,0.0,0.0,2,0.771,-17.941,1,0.771,0.5172980180255892,nan,154.883,138.508,1,0.0,American Journey/IV. Arts and Sports,An American Journey,0
6859,Zombie Girl,0.0,260.54485,0.073,0.0,1,0.0,-5.202,1,0.157,0.443395584873968,nan,252.204,129.984,4,0.0,I Want It,Back From The Dead,2006
6860,Zimbabwe Legit,0.0,235.91138,0.427,0.0,1,0.0,-10.203,1,0.0,0.0,0.21031681680553188,227.091,100.145,4,0.752,Siyabonga (Unreleased Bonus Track),Instrumentals and Lost Tracks,0
6861,Hemdale,0.0,107.57179,0.0,0.0,10,0.368,-9.883,0,0.467,0.32443479443924456,0.3277366831778408,105.198,108.917,1,0.0,Rotting Fumes,Rad Jackson,0
6862,Ma Rainey,0.0,188.94322,0.346,0.0,4,0.285,-17.714,1,0.372,0.3855675231595563,nan,188.943,99.076,1,0.0,Ma Rainey's Black Bottom,Ma Rainey,1927
6863,Gus Viseur,0.0,180.00934,0.845,0.0,2,0.327,-13.512,0,0.381,0.2777899672070514,0.21204540548371908,175.421,90.177,4,0.817,Fausse monnaie,Paris Jazz Cafe Vol.3,2000
6864,Spinal Tap,0.0,235.41506,0.456,0.0,4,0.509,-5.492,1,0.307,0.34209665045733845,0.3347065490692206,230.075,129.318,4,0.0,The Majesty Of Rock,Break Like The Wind,1992
6865,Stanley Clarke,0.0,282.69669,2.438,0.0,2,0.377,-12.714,1,0.279,0.4648862571321493,0.4890382091726831,261.59,84.064,3,0.488,Journey To Love,The Bass-ic Collection,1975
6866,La Portuaria,0.0,148.00934,0.427,0.0,9,0.265,-13.607,1,0.426,0.30571905984485964,0.0,144.451,112.071,4,0.813,Alguna Vez,Devorador De Corazones,0
6867,Jesse Malin and The St. Marks Social,0.0,243.722,0.165,0.0,9,0.585,-4.852,1,0.537,0.4585920249078077,0.47212111953959446,239.56,126.105,4,0.689,Revelations,Love it to Life,2007
6868,GG Allin,0.0,121.70404,0.0,0.0,8,0.741,-12.298,1,0.594,0.3843277162876662,0.38293509007501925,116.286,74.82,4,0.187,I Live to Be Hated,Suicide Sessions / Anti-Social Personality Disorder: Live,0
6869,3 Doors Down,0.0,230.42567,0.212,0.0,4,0.189,-5.981,0,0.366,0.6088490185706534,0.7049633169722248,224.177,86.82,4,0.854,It's Not Me,Here Without You,2003
6870,Dino,0.0,245.39383,0.183,0.0,0,0.014,-20.193,1,0.261,0.40981841145610814,nan,229.669,95.179,3,1.0,Chariots Of Fire,Hits Of The 80's,0
6871,Buzzcocks,0.0,219.19302,0.0,0.0,4,0.776,-7.736,1,0.577,0.528795206130862,0.5506471533741789,212.41,176.153,4,0.0,Strange Thing,French,1980
6872,Der Moderne Man,0.0,159.55546,0.0,0.0,4,0.556,-9.848,0,0.305,0.29398439015383726,nan,159.555,105.29,4,0.982,Blaue Matrosen (live),Drama_ Spiel und Blut (Das Archiv Teil 1),0
6873,Bob Wills,0.0,201.76934,0.276,0.0,7,1.0,-15.653,1,0.848,0.37996076697507797,nan,193.271,95.655,1,0.053,Sittin' On Top of the Wolrd,Bob Wills and His Texas Playboys 1932-1947,0
6874,MN,0.0,378.06975,1.152,0.0,11,0.0,-12.371,0,0.0,0.32919497765107164,nan,364.594,136.95,3,0.0,The Truth,Speed 002,0
6875,The Animals_ Sonny Boy Williamson,0.0,463.49016,0.0,0.0,10,0.124,-9.492,1,0.48,0.4824868021390311,0.2884816426560289,457.236,81.111,3,1.0,Bo Diddley,The Animals with Sonny Boy Williamson,1973
6876,T-Bone Walker,0.0,123.29751,0.206,0.0,8,0.003,-11.124,0,0.219,0.40319797771654287,nan,115.037,162.855,4,0.477,Teenage Baby (Digitally Remastered),Bobby Sox Blues - EP,0
6877,Warren Barfield,0.0,207.51628,0.154,0.0,11,0.574,-6.748,1,0.525,0.4362205481837596,0.0,197.416,117.985,4,0.746,Shadow,Reach,2006
6878,Orquesta Broadway,0.0,226.66404,0.0,0.0,9,0.046,-8.612,1,0.118,0.3410613992194141,0.0,213.769,95.243,4,0.377,La Sitiera,Tiqui_ Tiqui,0
6879,Dilated Peoples,0.0,149.91628,0.0,0.0,11,0.452,-8.225,1,0.443,0.45784115609436704,0.5589973270385168,147.603,165.546,3,0.6,Big Business,Neighborhood Watch,2004
6880,Fever Ray,0.0,280.24118,0.0,0.0,0,0.0,-9.074,1,0.119,0.5291669829264597,0.5543841211839374,256.592,64.811,4,0.24,I'm Not Done,Live In Lulea,2009
6881,Charles Williams,0.0,64.05179,0.333,0.0,5,0.331,-14.493,0,0.498,0.287731467837425,nan,59.362,102.95,5,0.269,Close Up,Close Up,0
6882,Floor,0.0,144.92689,2.873,0.0,4,0.597,-9.105,1,0.363,0.417591879764777,0.26695518627553855,141.52,144.803,4,0.0,Ignis,Its Not The Same,2009
6883,David Martin,0.0,286.4322,0.0,0.0,4,0.505,-8.57,0,0.534,0.31061428147376885,0.0,267.627,133.925,4,0.0,It Must Be,Something in Your Eyes,0
6884,New Roanoke Jug Band,0.0,178.20689,0.0,0.0,0,0.73,-13.873,1,0.581,0.31748634837422507,0.0,166.835,96.212,1,0.0,When Those Two Towers Fell,Play It For A Long Time,0
6885,Autumnblaze,0.0,286.24934,0.0,0.0,9,0.509,-9.033,0,0.457,0.3554959565796879,0.40790171721807383,279.319,119.428,4,0.695,Her Golden Robe In Silence Veiled,DämmerElbenTragödie,1999
6886,Johnny Cash,0.0,112.95302,0.0,0.0,4,0.086,-7.087,1,0.302,0.7352088777469941,0.3264782375027913,105.03,118.041,4,0.945,I Got Stripes (Live),The Legend,2006
6887,Speedball,0.0,212.21832,0.285,0.0,5,0.285,-9.191,0,0.256,0.36250143392097245,0.25510303553912445,203.685,159.702,1,0.0,No Survivors,Maximum Speed,1998
6888,Kris Kristofferson,0.0,194.37669,0.0,0.0,2,0.582,-11.663,1,0.679,0.49622434864396775,0.3603705827121406,186.746,74.809,4,0.0,Same Old Song,Original Album Classics,1974
6889,Hatesex,0.0,307.87873,0.0,0.0,0,0.737,-8.506,1,0.625,0.0,nan,287.405,180.129,3,1.0,The Greed Of Our Stare,Unwant,0
6890,Rui Da Silva,0.0,448.62649,0.085,0.0,1,0.399,-12.161,1,0.261,0.38880031291510264,nan,438.433,123.007,4,0.045,The Contracting Perception Of Consciousness,Praying Mantis,0
6891,Sister Rosetta Tharpe,0.0,156.42077,0.908,0.0,5,0.132,-11.459,0,0.21,0.36035044785399334,nan,150.291,89.995,5,1.0,Two Little Fishes_ Five Loaves Of Bread,Complete / Intégrale Vol. 5 (1953-1957),0
6892,George Lopez,0.0,270.68036,0.0,0.0,9,0.022,-16.724,0,0.073,0.5169637307383411,nan,268.347,101.455,1,0.0,Church Hangover,El Mas Chingon,2006
6893,Cinder,0.0,218.61832,1.147,0.0,6,0.518,-5.025,1,0.716,0.35980722500277096,0.21204540548371908,211.94,157.909,4,0.686,The Ride (Album),House Full Of No Trust,2006
6894,John Holt,0.0,170.50077,0.125,0.0,8,0.708,-13.898,1,0.548,0.42479123557056614,nan,165.03,166.05,4,0.281,The Tide Is High - Original,John Holt's 21 Miles From You,0
6895,Gary Morris,0.0,228.5971,0.27,0.0,7,0.752,-12.584,1,0.723,0.28603261691822185,nan,220.085,81.809,4,0.0,You're Welcome To Tonight (Duet w/ Lynn Anderson) (Album Version),Greatest Hits Vol. II,0
6896,Cali,0.0,222.17098,0.0,0.0,1,0.567,-4.184,1,0.616,0.34384449941445117,0.0,219.951,187.716,4,0.0,Sta giu' (feat. Dj Rockdrive),L'odio del mondo rese l'uomo schiavo dell'amore,0
6897,Chimaira,0.0,323.18649,0.0,0.0,7,0.631,-4.238,1,0.509,0.47676086709831694,0.6290718355952272,323.186,150.11,4,0.852,The Flame,Resurrection,2007
6898,The Prodigy,0.0,252.52526,0.0,0.0,6,0.478,-5.434,0,0.504,0.601436482837353,nan,249.661,215.916,5,1.0,Music Reach (1/2/3/4) (Remastered),Experience: Expanded (Remastered),0
6899,Deborah Allen,0.0,189.57016,0.0,0.0,6,0.755,-11.156,1,0.726,0.35223551654624485,0.26586104921065007,178.927,67.904,4,0.655,I Will Always Love You,Karaoke: Country Queen - Singing to the Hits,2005
6900,X-Static,0.0,262.79138,0.35,0.0,1,0.131,-12.139,1,0.294,0.3867514752376603,nan,259.309,98.645,5,0.927,Murderous Style,The Best Of X-Static,0
6901,Tina Britt,0.0,177.94567,0.62,0.0,3,0.69,-7.162,1,0.559,0.0,0.0,168.176,118.835,1,0.201,He Put The Hurt On Me,Blue All The Way,2006
6902,The Master Musicians of Jajouka featuring Bachir Attar,0.0,623.72526,0.0,0.0,8,0.443,-15.926,1,0.403,0.4491399510400711,0.30416950343527516,623.725,131.578,4,0.519,The Truth Forever,The Master Musicians of Jajouka,0
6903,Ty Herndon;Stephanie Bentley,0.0,295.3922,0.288,0.0,10,0.782,-7.688,1,0.71,0.450775217814067,0.4051157216913865,284.102,74.166,5,0.785,Heart Half Empty,This Is Ty Herndon:  Greatest Hits,0
6904,Silvério Pessoa,0.0,364.48608,3.338,0.0,4,0.64,-11.448,1,0.609,0.25822409030186455,0.0,335.882,95.997,3,1.0,Eu vi a maquina voadora,Cabeça elétrica coração acústico,0
6905,Faye Adams,0.0,144.1171,0.502,0.0,3,0.0,-11.508,1,0.267,0.2992303679293693,0.0,140.353,110.323,3,1.0,My Greatest Desire,Shake A Hand,1961
6906,Tomorrow,0.0,173.26975,0.384,0.0,2,0.682,-11.216,1,0.532,0.35447219105183414,0.0,165.912,138.028,4,0.0,Colonel Brown (1999 Digital Remaster),Tomorrow,0
6907,John Hammond,0.0,247.32689,0.131,0.0,6,0.183,-8.405,0,0.231,0.45281783769711387,0.2538347361322313,237.261,90.666,4,0.0,Come To Find Out,In Your Arms Again,2005
